ZPL305888B,WENDYS,06086840,1401 W KIRBY ST,WYLIE,TX,US,71
ZPL3058896,BURGER KING,01667917,99 S TALLAHASSEE ST,HAZLEHURST,GA,US,71
ZPL3058908,WENDYS,08794201,7920 W 95TH ST,HICKORY HILLS,IL,US,71
ZPL3058913,BURGERFI,01637672,5001 PADRE BLVD,SOUTH PADRE ISLAND,TX,US,71
ZPL305892Y,BURGERFI,01589413,15900 LA CANTERA PKWY STE 260,SAN ANTONIO,TX,US,71
ZPL305893T,QDOBA MEXICAN GRILL,00140363,10550 GARDEN DR UNIT 101,AURORA,CO,US,71
ZPL305894O,BURGERFI,01494966,6 S OCEAN BLVD,DELRAY BEACH,FL,US,71
ZPL305895J,WENDYS,09723871,1115 34TH ST N,SAINT PETERSBURG,FL,US,71
ZPL305896E,PIZZA DUDE,01630882,451 W 41ST ST,MIAMI BEACH,FL,US,71
ZPL3058979,WENDYS,02116915,2780 AIRLINE DR,BOSSIER CITY,LA,US,71
ZPL3058984,SEAWORLD ORLANDO,01640112,7007 SEA HARBOR DR,ORLANDO,FL,US,71
ZPL305900M,WENDYS,04638387,361 W PLAZA DR,MOORESVILLE,NC,US,71
ZPL305901H,QDOBA MEXICAN GRILL,02880878,2295 S PEORIA ST,AURORA,CO,US,71
ZPL305902C,NOODLES & COMPANY,01520650,2255 MAIN ST,LONGMONT,CO,US,71
ZPL3059042,BURGERFI,01595116,3801 W LAKE MARY BLVD UNIT 141,LAKE MARY,FL,US,71
ZPL305905X,WENDYS,09150471,1219 OAK RIDGE TPKE,OAK RIDGE,TN,US,71
ZPL305907N,LARKBURGER,01591320,1617 CALIFORNIA ST UNIT B,DENVER,CO,US,71
ZPL305908I,WENDY'S,01522082,5555 EL DORADO PKWY,FRISCO,TX,US,71
ZPL305909D,BURGERFI,01617086,2800 WESTON RD STE 2810,WESTON,FL,US,71
ZPL305910F,POPEYES LOUISIANA KITCHEN,01522911,9541 HIGHWAY 5,DOUGLASVILLE,GA,US,71
ZPL305911A,WENDYS,01622576,9535 CULEBRA RD,SAN ANTONIO,TX,US,71
ZPL3059125,BURGER KING,09447407,950 E BIG BEAVER RD,TROY,MI,US,71
ZPL3059130,MCDONALDS,08175101,2049 BROADWAY,NEW YORK,NY,US,71
ZPL305914V,WENDYS,02152946,1013 W RIDGE PIKE,CONSHOHOCKEN,PA,US,71
ZPL305915Q,WENDYS,01165076,4901 US ROUTE 60,HUNTINGTON,WV,US,71
ZPL305917G,QDOBA MEXICAN GRILL,05261800,840 E 13TH AVE,EUGENE,OR,US,71
ZPL305918B,UNITED SUPERMARKETS 553,01605504,4425 19TH ST,LUBBOCK,TX,US,71
ZPL3059196,ULM STUDENT UNION FOODCOURT,02407876,601 BAYOU DR,MONROE,LA,US,71
ZPL3059208,QDOBA MEXICAN GRILL,00123701,3321 SISKEY PKWY STE 100,MATTHEWS,NC,US,71
ZPL3059213,NOODLES & COMPANY,04590266,635A FLATIRON MARKETPLACE DR,BROOMFIELD,CO,US,71
ZPL305922Y,WENDYS,09139966,2423 S CHURCH ST,BURLINGTON,NC,US,71
ZPL305924O,WENDYS,04638387,361 W PLAZA DR,MOORESVILLE,NC,US,71
ZPL305925J,WENDYS,01564035,1091 S HOVER ST,LONGMONT,CO,US,71
ZPL305926E,ATLANTA BREAD COMPANY,03735074,640 W CROSSVILLE RD,ROSWELL,GA,US,71
ZPL3059279,MONSTER CAFE,02393497,1000 UNIVERSAL STUDIOS PLZ,ORLANDO,FL,US,71
ZPL3059284,WENDYS,07359009,2815 RALEIGH ROAD PKWY W,WILSON,NC,US,71
ZPL3059301,NOODLES & COMPANY,02426752,1100 US HIGHWAY 287 UNIT 100,BROOMFIELD,CO,US,71
ZPL305931W,STRAW HAT PIZZA,01612092,3463 FOOTHILL BLVD,LA CRESCENTA,CA,US,71
ZPL305932R,QDOBA MEXICAN GRILL,03326998,15470 ANDREWS DR,DENVER,CO,US,71
ZPL305933M,WENDYS,03748524,1808 S MIAMI BLVD,DURHAM,NC,US,71
ZPL305934H,YOUR PIE,01628614,3650 N FEDERAL HWY STE E,LIGHTHOUSE POINT,FL,US,71
ZPL305935C,WENDYS,01564035,1091 S HOVER ST,LONGMONT,CO,US,71
ZPL3059367,BURGERFI,01522619,2716 N UNIVERSITY DR,CORAL SPRINGS,FL,US,71
ZPL3059372,QDOBA MEXICAN GRILL,07182185,8152 S TRYON ST UNIT G,CHARLOTTE,NC,US,71
ZPL305938X,WENDYS,04060797,8305 SHELDON RD,TAMPA,FL,US,71
ZPL305940U,QDOBA MEXICAN GRILL,05355562,459 S MCCASLIN BLVD UNIT 1,LOUISVILLE,CO,US,71
ZPL305941P,QDOBA MEXICAN GRILL,07600628,1747 ROCKY MOUNTAIN AVE,LOVELAND,CO,US,71
ZPL305942K,GA TECH WOODRUFF HALL,03166937,890 CURRAN ST NW,ATLANTA,GA,US,71
ZPL305944A,NOODLES & COMPANY,01515948,995 MERIDIAN BLVD STE 104,FRANKLIN,TN,US,71
ZPL3059455,UNIV STUD/IOA/BURGER DIGS,02125999,1000 UNIVERSAL STUDIOS PLZ,ORLANDO,FL,US,71
ZPL3059460,BURGER KING,02498133,811 MADISON AVE N,DOUGLAS,GA,US,71
ZPL305947V,BURGERFI,01617075,365 CONEFLOWER DR,GARLAND,TX,US,71
ZPL305948Q,WENDYS,06960511,1630 NC HIGHWAY 67,JONESVILLE,NC,US,71
ZPL305949L,QDOBA MEXICAN GRILL,02478531,424 E SIX FORKS RD,RALEIGH,NC,US,71
ZPL305950N,WENDYS,02382725,1511 E END BLVD N,MARSHALL,TX,US,71
ZPL305951I,WENDYS,01639961,6348 LAKE WORTH BLVD,LAKE WORTH,TX,US,71
ZPL305952D,CAFE ESPRESSO,01539085,1100 CENTRAL AVE SE,ALBUQUERQUE,NM,US,71
ZPL3059543,WENDYS,04661031,6202 GUNN HWY,TAMPA,FL,US,71
ZPL305955Y,WENDY'S,01518057,6204 N ILLINOIS ST,FAIRVIEW HEIGHTS,IL,US,71
ZPL305956T,WENDYS,09139966,2423 S CHURCH ST,BURLINGTON,NC,US,71
ZPL305958J,QDOBA MEXICAN GRILL,07734519,2288 NW ALLIE AVE STE 850,HILLSBORO,OR,US,71
ZPL305959E,QDOBA MEXICAN GRILL,01882762,1625 28TH ST,BOULDER,CO,US,71
ZPL305960G,WENDY'S,01637333,9192 GLADES RD STE A,BOCA RATON,FL,US,71
ZPL305961B,WENDYS,09071377,450 KINGS HWY,SHREVEPORT,LA,US,71
ZPL3059626,WENDYS,02382725,1511 E END BLVD N,MARSHALL,TX,US,71
ZPL3059631,SUNTRUST SIMPLY PUUR,06524044,200 S ORANGE AVE FL 1,ORLANDO,FL,US,71
ZPL305964W,QDOBA MEXICAN GRILL,01055440,5188 S BROADWAY,ENGLEWOOD,CO,US,71
ZPL305965R,QDOBA MEXICAN GRILL,05080423,1600 E WOODLAWN RD STE 210,CHARLOTTE,NC,US,71
ZPL305966M,BURGERFI,01617075,365 CONEFLOWER DR,GARLAND,TX,US,71
ZPL305967H,NOODLES & COMPANY,01929084,1600 28TH ST BLDG 2F STE 1208,BOULDER,CO,US,71
ZPL305968C,WENDY'S,01567257,186 EAGLEVIEW BLVD,EXTON,PA,US,71
ZPL3059697,WENDYS,09790748,1029 S JEFFERSON AVE,COOKEVILLE,TN,US,71
ZPL3059709,BURGERFI,01494966,6 S OCEAN BLVD,DELRAY BEACH,FL,US,71
ZPL3059714,WALGREENS,00758200,3339 LAS VEGAS BLVD S,LAS VEGAS,NV,US,71
ZPL305973U,BURGER KING,02135981,225 N ATLANTIC AVE,DAYTONA BEACH,FL,US,71
ZPL305974P,BURGER KING,01808775,164-17 UNION TPKE,FLUSHING,NY,US,71
ZPL305975K,SNEAKY PETE'S,01411047,7200 GADSDEN HWY,TRUSSVILLE,AL,US,71
ZPL305976F,PEI WEI ASIAN DINER,01616709,2283 SW 37TH AVE,MIAMI,FL,US,71
ZPL305977A,WHICH WICH,01528945,2002 RICHARD JONES RD,NASHVILLE,TN,US,71
ZPL3059785,BURGER KING,04593669,7650 W QUINCY AVE,DENVER,CO,US,71
ZPL3059790,BURGER KING,07966369,8531 FORT SMALLWOOD RD,PASADENA,MD,US,71
ZPL3059802,PEI WEI ASIAN DINER,07612392,1841 BELLE ISLE BLVD,OKLAHOMA CITY,OK,US,71
ZPL305981X,BURGER KING,09410678,1915 ARDEN WAY,SACRAMENTO,CA,US,71
ZPL305982S,BURGER KING,05623329,7800 STOCKTON BLVD STE A,SACRAMENTO,CA,US,71
ZPL305983N,POPEYES LOUISIANA KITCHEN,01580395,1472 AUSTIN HWY,SAN ANTONIO,TX,US,71
ZPL305984I,PEI WEI ASIAN DINER,07877450,4200 S LAMAR BLVD STE 100,AUSTIN,TX,US,71
ZPL305985D,7 ELEVEN,06020106,5590 POWERS CENTER PT,COLORADO SPRINGS,CO,US,71
ZPL3059868,EL TACO TOTE REAL MEXICAN,06191376,7101 N MESA ST,EL PASO,TX,US,71
ZPL3059873,SALSARITA'S,08454375,715 LOUISVILLE RD,ALCOA,TN,US,71
ZPL305988Y,BURGER KING,05818028,1436 W INTL SPEEDWAY BLVD,DAYTONA BEACH,FL,US,71
ZPL305989T,PEI WEI ASIAN DINER,08463756,11398 BANDERA RD STE 101,SAN ANTONIO,TX,US,71
ZPL305990V,BLAZING ONION GOURMET BURGERS,01442534,3000 184TH ST SW STE 840,LYNNWOOD,WA,US,71
ZPL305991Q,BURGER KING,02142384,4571 N PERSHING AVE,STOCKTON,CA,US,71
ZPL305992L,BURGER KING,01224039,5121 FOOTHILLS BLVD,ROSEVILLE,CA,US,71
ZPL305993G,BURGER KING,07799489,110 N NOVA RD,ORMOND BEACH,FL,US,71
ZPL305994B,BURGER KING,08935459,9181 E STOCKTON BLVD,ELK GROVE,CA,US,71
ZPL3059956,BLAZING ONION GOURMET BURGERS,01442534,3000 184TH ST SW STE 840,LYNNWOOD,WA,US,71
ZPL3059961,BURGER KING,02142414,8637 ELK GROVE BLVD,ELK GROVE,CA,US,71
ZPL305997W,BURGER KING,02142481,7225 GREENHAVEN DR,SACRAMENTO,CA,US,71
ZPL305998R,BURGER KING,05794455,171 IRON POINT RD,FOLSOM,CA,US,71
ZPL305999M,BURGER KING,02135981,225 N ATLANTIC AVE,DAYTONA BEACH,FL,US,71
ZPL306000E,BURGER KING,08931607,3418 S ATLANTIC AVE,DAYTONA BEACH,FL,US,71
ZPL3060019,BURGER KING,01913468,6075 HORSESHOE BAR RD,LOOMIS,CA,US,71
ZPL3060024,BURGER KING,05742510,2171 S BEND AVE,SOUTH BEND,IN,US,71
ZPL306003Z,BURGER KING,07682743,5610 FREEPORT BLVD,SACRAMENTO,CA,US,71
ZPL306004U,BURGER KING,03840662,5809 GRAPE RD,MISHAWAKA,IN,US,71
ZPL306005P,BURGER KING,08766258,5100 FAIR OAKS BLVD,CARMICHAEL,CA,US,71
ZPL306006K,BURGER KING,01277662,3409 ARDEN WAY,SACRAMENTO,CA,US,71
ZPL306007F,FUDDRUCKERS,03547456,1592A ROCKVILLE PIKE,ROCKVILLE,MD,US,71
ZPL3060095,BURGER KING,01543270,2801 LINCOLNWAY E,MISHAWAKA,IN,US,71
ZPL3060107,BURGER KING,04557689,1911 LINCOLNWAY E,GOSHEN,IN,US,71
ZPL3060112,BURGER KING,06226396,1113 E IRELAND RD,SOUTH BEND,IN,US,71
ZPL306012X,FUDDRUCKERS,01574141,550 TURNPIKE ST,NORTH ANDOVER,MA,US,71
ZPL306014N,BURGER KING,08815402,121 W LASALLE AVE,SOUTH BEND,IN,US,71
ZPL306015I,BURGER KING,01075832,4014 ELKHART RD,GOSHEN,IN,US,71
ZPL306016D,BURGER KING,08931038,4852 W WESTERN AVE,SOUTH BEND,IN,US,71
ZPL3060178,BURGER KING,03367151,1709 ELKHART RD,GOSHEN,IN,US,71
ZPL3060183,BURGER KING,04557689,1911 LINCOLNWAY E,GOSHEN,IN,US,71
ZPL306019Y,BURGER KING,03366502,530 W MCKINLEY AVE,MISHAWAKA,IN,US,71
ZPL3060200,BURGER KING,03263096,3403 PORTAGE RD,SOUTH BEND,IN,US,71
ZPL306021V,BURGER KING,03263096,3403 PORTAGE RD,SOUTH BEND,IN,US,71
ZPL306022Q,BURGER KING,02980908,1012 W STATE ROAD 2,LA PORTE,IN,US,71
ZPL306023L,BURGER KING,02586282,1205 E MARKET ST,NAPPANEE,IN,US,71
ZPL306024G,BURGER KING,03818301,1434 E LINCOLNWAY,LA PORTE,IN,US,71
ZPL306025B,BURGER KING,06065414,3956 S FRANKLIN ST,MICHIGAN CITY,IN,US,71
ZPL3060266,BURGER KING,01510005,251 S DEXTER ST,IONIA,MI,US,71
ZPL3060271,BURGER KING,03518960,10013 W US HIGHWAY 30,WANATAH,IN,US,71
ZPL306028W,BURGER KING,01815216,603 LAFAYETTE RD,HAMPTON,NH,US,71
ZPL306029R,BURGER KING,06099602,909 W RIVERSIDE BLVD,ROCKFORD,IL,US,71
ZPL306030T,BURGER KING,01510005,251 S DEXTER ST,IONIA,MI,US,71
ZPL306033E,BURGER KING,06065414,3956 S FRANKLIN ST,MICHIGAN CITY,IN,US,71
ZPL3060349,BURGER KING,02228186,802 S HEATON ST,KNOX,IN,US,71
ZPL3060354,BURGER KING,03818301,1434 E LINCOLNWAY,LA PORTE,IN,US,71
ZPL306036Z,BURGER KING,01834261,5202 E 1200 N,SYRACUSE,IN,US,71
ZPL306039K,GO ROMA,08100688,20530 N RAND RD,DEER PARK,IL,US,71
ZPL306040M,BURGER KING,03475506,857 S MICHIGAN ST,LAPAZ,IN,US,71
ZPL306042C,MARKET DISTRICT  VENDOR,05802593,3061 KINGSDALE CTR,COLUMBUS,OH,US,71
ZPL3060437,BURGER KING,02586291,1436 W PLYMOUTH ST,BREMEN,IN,US,71
ZPL3060442,BURGER KING,05172055,3733 N M 140,WATERVLIET,MI,US,71
ZPL306047N,BURGER KING,06238939,336 US ROUTE 1,KITTERY,ME,US,71
ZPL306048I,BURGER KING,08836230,1945 PIPESTONE RD,BENTON HARBOR,MI,US,71
ZPL306049D,BURGER KING,02045044,1252 MAIN ST,SANFORD,ME,US,71
ZPL306050F,NCG TRILLIUM CINEMAS AND IMAX,08389514,8220 TRILLIUM CIRCLE AVE,GRAND BLANC,MI,US,71
ZPL306051A,BURGER KING,08369089,2255 LAFAYETTE RD,PORTSMOUTH,NH,US,71
ZPL3060525,BURGER KING,01022836,608 W TALMER AVE,NORTH JUDSON,IN,US,71
ZPL3060530,BURGER KING,05172055,3733 N M 140,WATERVLIET,MI,US,71
ZPL306054V,BURGER KING,06920446,752 LAGRANGE ST,SOUTH HAVEN,MI,US,71
ZPL306055Q,BURGER KING,08626758,3810 DESIARD ST,MONROE,LA,US,71
ZPL306056L,BURGER KING,06238939,336 US ROUTE 1,KITTERY,ME,US,71
ZPL306057G,BURGER KING,08014761,28 PORTSMOUTH AVE,STRATHAM,NH,US,71
ZPL306058B,BURGER KING,01460633,132 RIVERSIDE ST,PORTLAND,ME,US,71
ZPL3060596,BURGER KING,08014922,ROUTE 302 & 326 MEADOW STREET,LITTLETON,NH,US,71
ZPL3060608,BURGER KING,05879370,420 HIGH ST,SOMERSWORTH,NH,US,71
ZPL3060613,BURGER KING,06066534,2035 M 139,BENTON HARBOR,MI,US,71
ZPL306062Y,FUDDRUCKERS,03547456,1592A ROCKVILLE PIKE,ROCKVILLE,MD,US,71
ZPL306063T,BURGER KING,02133571,102 MAIN ST,GORHAM,ME,US,71
ZPL306064O,BURGER KING,08414033,903 SPRUCE ST,DOWAGIAC,MI,US,71
ZPL306065J,BURGER KING,02139481,4626 RED ARROW HWY,STEVENSVILLE,MI,US,71
ZPL306066E,BURGER KING CORPORATION,08498547,100 THOMAS RD,WEST MONROE,LA,US,71
ZPL3060679,TACO BUENO,01021656,3400 K AVE,PLANO,TX,US,71
ZPL3060684,BURGER KING,08581061,2051 WASHINGTON AVE,SAINT JOSEPH,MI,US,71
ZPL3060701,BURGER KING,09069216,46135 INTERSTATE 10 W,WINNIE,TX,US,71
ZPL306071W,FAZOLI'S,01590346,2332 SHALLOWFORD VILLAGE DR,CHATTANOOGA,TN,US,71
ZPL306073M,KING OF PIRATES ODAIBA,00000000,1-7-1 DAIBA,MINATO-KU,13,JP,71
ZPL306074H,COCA-COLA JAPAN CO LTD,00000000,4-6-3 SHIBUYA,SHIBUYA-KU,13,JP,71
ZPL306075C,COCA-COLA JAPAN CO LTD,00000000,4-6-3 SHIBUYA,SHIBUYA-KU,13,JP,71
ZPL3060767,BURGER KING,09498001,520 MAIN ST,SACO,ME,US,71
ZPL3060772,BURGER KING,07405898,793 ROOSEVELT TRL,WINDHAM,ME,US,71
ZPL306078X,BURGER KING,09182021,1385 WHITE MOUNTAIN HWY,NORTH CONWAY,NH,US,71
ZPL306079S,BURGER KING,06014917,449 FOREST AVE,PORTLAND,ME,US,71
ZPL306080U,BURGER KING,03323960,2021 N MICHIGAN ST,PLYMOUTH,IN,US,71
ZPL306081P,BURGER KING,06067846,320 HIGHLAND ST,PLYMOUTH,NH,US,71
ZPL306082K,BURGER KING,08371377,375 GORHAM RD,SOUTH PORTLAND,ME,US,71
ZPL306083F,BURGER KING,02134535,349 ALFRED ST,BIDDEFORD,ME,US,71
ZPL306084A,BURGER KING,02139235,197 MAIN ST,GORHAM,NH,US,71
ZPL3060855,BURGER KING,09182021,1385 WHITE MOUNTAIN HWY,NORTH CONWAY,NH,US,71
ZPL3060860,FUDDRUCKERS,02194406,3929 SOUTHWEST FWY,HOUSTON,TX,US,71
ZPL306087V,BENTO CAFE,01510097,3832 W NEWBERRY RD UNIT 1-J,GAINESVILLE,FL,US,71
ZPL306088Q,DAILY GRIND,00086139,1665 DUNLAWTON AVE STE 104,PORT ORANGE,FL,US,71
ZPL306090N,BURGER KING,05330327,5575 PETERSON LN,DALLAS,TX,US,71
ZPL306091I,BURGER KING,08626642,1710 HIGHWAY 165 S,MONROE,LA,US,71
ZPL306092D,FAZOLI'S,04028538,4550 N LEE HWY,CLEVELAND,TN,US,71
ZPL3060938,7 ELEVEN,05106465,19832 HILLTOP RD,PARKER,CO,US,71
ZPL3060943,BURGER KING,01794995,2101 WHISKEY RD,AIKEN,SC,US,71
ZPL306095Y,FUDDRUCKERS,01171491,4545 DOWLEN RD,BEAUMONT,TX,US,71
ZPL306096T,FUDDRUCKERS,01171491,4545 DOWLEN RD,BEAUMONT,TX,US,71
ZPL306097O,BURGER KING,07603100,605 N MAIN ST,VIDOR,TX,US,71
ZPL306098J,WHICH WICH,07827959,1410 MAIN ST,DALLAS,TX,US,71
ZPL306099E,BURGER KING,05610015,5430 CYPRESS ST,WEST MONROE,LA,US,71
ZPL3061001,BURGER KING,04642503,1409 N TRENTON ST,RUSTON,LA,US,71
ZPL306101W,BURGER KING,06933319,7313 E COLFAX AVE,DENVER,CO,US,71
ZPL306102R,BURGER KING,06604528,2401 LOUISVILLE AVE,MONROE,LA,US,71
ZPL306103M,FUDDRUCKERS,04318353,10825 E 71ST ST,TULSA,OK,US,71
ZPL306104H,GODFATHERS PIZZA,00187402,2117 S 67TH ST,OMAHA,NE,US,71
ZPL306105C,DAVANNI'S,05470064,1242 HENNEPIN AVE,MINNEAPOLIS,MN,US,71
ZPL3061067,THE BURGER JOINT,01494463,46230 CRANSTON ST,STERLING,VA,US,71
ZPL3061072,THE BURGER JOINT,01494326,20 S MOGER AVE,MOUNT KISCO,NY,US,71
ZPL306109S,GODFATHERS PIZZA,00187402,2117 S 67TH ST,OMAHA,NE,US,71
ZPL306111P,DAVANNI'S,02318792,14639 COUNTY ROAD 11,BURNSVILLE,MN,US,71
ZPL306112K,DAVANNI'S,01612603,3673 LEXINGTON AVE N,SAINT PAUL,MN,US,71
ZPL306113F,BURGER KING CORPORATION,08869901,1020 E MADISON AVE,BASTROP,LA,US,71
ZPL306114A,BURGER KING,02405908,1007 BROADWAY ST,DELHI,LA,US,71
ZPL3061155,FAZOLI'S,01558021,3016 BATTLEFIELD PKWY,FORT OGLETHORPE,GA,US,71
ZPL3061160,POPEYES LOUISIANA KITCHEN,05031524,1110 EDGEBROOK DR,HOUSTON,TX,US,71
ZPL306117V,BURGER KING,02025324,5150 FORSYTHE BYP,MONROE,LA,US,71
ZPL306118Q,BURGER KING,01613519,2620 OLD DENTON RD,CARROLLTON,TX,US,71
ZPL306119L,COMPASS CORPORATE OFFICE,09343037,2400 YORKMONT RD,CHARLOTTE,NC,US,71
ZPL306120N,GODFATHERS PIZZA,07855508,3815 E CORK ST,KALAMAZOO,MI,US,71
ZPL306121I,PEI WEI ASIAN DINER,01600642,1515 SE 17TH ST,FORT LAUDERDALE,FL,US,71
ZPL306122D,PEI WEI ASIAN DINER,09362929,4040 CITY AVE STE 2,PHILADELPHIA,PA,US,71
ZPL3061238,WILLY'S MEXICANA GRILL,01490379,650 PONCE DE LEON AVE NE,ATLANTA,GA,US,71
ZPL3061243,LENNYS SUB SHOP,09360994,1145 HUNTERS XING,ALCOA,TN,US,71
ZPL306126T,BURGER KING,08334641,1316 SOUTHMORE AVE,PASADENA,TX,US,71
ZPL306127O,JACKSON MEMORIAL HOSP CAFETERI,09400265,1611 NW 12TH ST,MIAMI,FL,US,71
ZPL306128J,DANVER'S,07418841,1468 UNION AVE,MEMPHIS,TN,US,71
ZPL306129E,UNIV OF NC-WILM EINSTEINS,03132175,601 S COLLEGE RD,WILMINGTON,NC,US,71
ZPL306130G,BURGER KING,06549454,5141 AVENUE H,ROSENBERG,TX,US,71
ZPL306131B,QDOBA MEXICAN GRILL,09267633,1005 W 120TH AVE STE 100,WESTMINSTER,CO,US,71
ZPL3061326,BURGER KING,01519404,2151 CEDAR LAKES DR,RIPLEY,WV,US,71
ZPL3061331,Training Dispenser,10101010,1150 Sanctuary Parkway,Alpharetta,GA,,71
ZPL306134W,BURGER KING,09563725,12119 E MISSISSIPPI AVE,AURORA,CO,US,71
ZPL306135R,Training Dispenser,10101010,1150 Sanctuary Parkway,Alpharetta,GA,,71
ZPL306136M,BURGER KING,06542697,3629 FOREST LN,DALLAS,TX,US,71
ZPL306137H,Training Dispenser,10101010,1150 Sanctuary Parkway,Alpharetta,GA,,71
ZPL306138C,FUZZYS TACO SHOP,01571617,1442 O ST STE C,LINCOLN,NE,US,71
ZPL3061397,RHODES 101 STOP,06399371,1624 N KINGSHIGHWAY ST,CAPE GIRARDEAU,MO,US,71
ZPL3061409,RHODES 101 STOP,06399347,2116 MAIN ST,SCOTT CITY,MO,US,71
ZPL3061414,RHODES 101 STOP,08637046,546 S SPRIGG ST,CAPE GIRARDEAU,MO,US,71
ZPL306142Z,7 ELEVEN,02021935,303 BROADWAY,DENVER,CO,US,71
ZPL306143U,BURGER KING,01592375,5701 S COOPER ST,ARLINGTON,TX,US,71
ZPL306144P,MEATHEADS BURGER AND FRIES,01529326,1305 S NEIL ST,CHAMPAIGN,IL,US,71
ZPL306145K,BURGER KING,04392995,2246 BASELINE ST,CORNELIUS,OR,US,71
ZPL306146F,BURGER KING,01438684,4060 MORSE XING,COLUMBUS,OH,US,71
ZPL306147A,RHODES 101 STOP,06399371,1624 N KINGSHIGHWAY ST,CAPE GIRARDEAU,MO,US,71
ZPL3061485,BURGER KING,05306752,4800 SAWMILL RD,COLUMBUS,OH,US,71
ZPL3061490,TACO BUENO,07662756,9191 ROLATER RD,FRISCO,TX,US,71
ZPL3061502,BURGER KING,04677862,817 W 5TH AVE,COLUMBUS,OH,US,71
ZPL306151X,FUDDRUCKERS,04458511,6600 MENAUL BLVD NE,ALBUQUERQUE,NM,US,71
ZPL306152S,BURGER KING,04244252,5175 NEW ALBANY RD,NEW ALBANY,OH,US,71
ZPL306153N,BURGER KING,07527781,1490 CHELSA DR,MADISONVILLE,KY,US,71
ZPL306154I,STOP N GO,01618855,5680 23RD AVE S,FARGO,ND,US,71
ZPL306155D,BURGER KING,01708376,2095 S FEDERAL BLVD,DENVER,CO,US,71
ZPL3061568,BURGER KING,01602336,3151 32ND AVE S,GRAND FORKS,ND,US,71
ZPL3061573,LENNYS SUB SHOP,08030885,522 S GAY ST,KNOXVILLE,TN,US,71
ZPL306159T,BURGER KING,04054466,3646 FISHINGER BLVD,HILLIARD,OH,US,71
ZPL306160V,NANDO'S,00157257,1210 18TH ST NW,WASHINGTON,DC,US,71
ZPL306161Q,NANDO'S,00157257,1210 18TH ST NW,WASHINGTON,DC,US,71
ZPL306162L,BURGER KING,06931766,6475 TUSSING RD,REYNOLDSBURG,OH,US,71
ZPL306163G,BURGER KING,04698029,1905 S MAIN ST,MADISONVILLE,KY,US,71
ZPL306164B,BURGER KING,04112181,261 S STATE ST,ZEELAND,MI,US,71
ZPL3061656,BURGER KING,05527716,4801 NE 14TH ST,DES MOINES,IA,US,71
ZPL3061661,WEST POINT MILITARY ACADEMY,09369036,GRANT HALL BLDG 602 COLLUM RD,WEST POINT,NY,US,71
ZPL306168R,BURGER KING,01895893,1102 SW LEE BLVD,LAWTON,OK,US,71
ZPL306169M,BURGER KING,06009123,630 ROOSEVELT RD,MACHESNEY PARK,IL,US,71
ZPL306170O,MEATHEADS BURGER AND FRIES,01647433,500 N HOUGH ST,BARRINGTON,IL,US,71
ZPL306171J,MEATHEADS BURGER AND FRIES,01529326,1305 S NEIL ST,CHAMPAIGN,IL,US,71
ZPL306172E,BURGER KING,09916008,998 SUNSET BLVD,JESUP,GA,US,71
ZPL3061739,BURGER KING,01162956,804 W LOOP 336,CONROE,TX,US,71
ZPL3061744,NEW YORK BURGER,08055446,678 AVENUE OF THE AMERICAS,NEW YORK,NY,US,71
ZPL306175Z,BURGER KING,06528601,100 21ST ST N,MOORHEAD,MN,US,71
ZPL306176U,FUDDRUCKERS,00078463,5524 WHITESVILLE RD # B,COLUMBUS,GA,US,71
ZPL306177P,BURGER KING,05136377,2944 W PARRISH AVE,OWENSBORO,KY,US,71
ZPL306178K,BURGER KING,06254039,4479 E MAIN ST,COLUMBUS,OH,US,71
ZPL306179F,GODFATHERS PIZZA,07577826,8801 HICKMAN RD,URBANDALE,IA,US,71
ZPL306180H,BURGER KING,06900933,100 W 98TH ST,BLOOMINGTON,MN,US,71
ZPL306181C,7 ELEVEN,04027986,7725 FOUNTAIN MESA RD,FOUNTAIN,CO,US,71
ZPL3061827,RHODES 101,03637366,1126 N SPRIGG ST,CAPE GIRARDEAU,MO,US,71
ZPL3061832,GODFATHERS PIZZA,09611266,4119 UNIVERSITY AVE,DES MOINES,IA,US,71
ZPL306184X,BURGER KING,07563701,1501 N HIGHWAY 81,DUNCAN,OK,US,71
ZPL306185S,RHODES 101 STOP,08637046,546 S SPRIGG ST,CAPE GIRARDEAU,MO,US,71
ZPL306187I,GODFATHERS PIZZA,09379991,5919 ASHWORTH RD,WEST DES MOINES,IA,US,71
ZPL306188D,BURGER KING,04392995,2246 BASELINE ST,CORNELIUS,OR,US,71
ZPL3061898,RHODES 101,03637366,1126 N SPRIGG ST,CAPE GIRARDEAU,MO,US,71
ZPL306190A,Training Dispenser,10101010,1150 Sanctuary Parkway,Alpharetta,GA,,71
ZPL3061915,GODFATHER'S,09476733,714 W BENJAMIN AVE,NORFOLK,NE,US,71
ZPL3061920,Training Dispenser,10101010,1150 Sanctuary Parkway,Alpharetta,GA,,
ZPL306194Q,FUDDRUCKERS,01519100,3636 N 156TH ST,OMAHA,NE,US,71
ZPL306195L,FUDDRUCKERS,01519100,3636 N 156TH ST,OMAHA,NE,US,71
ZPL306196G,RHODES 101 STOP,06399347,2116 MAIN ST,SCOTT CITY,MO,US,71
ZPL306197B,FUDDRUCKERS,07707571,1949 S PADRE ISLAND DR,CORPUS CHRISTI,TX,US,71
